col1,col2,price,tex1,tex2,tex3
7071,-313652,-235904,fh,hfd,ytr
7076,-313874,-236071,gdgdfgert,fddgdfgdfg,hty
7081,-314096,-236238,sdf,fg,rtfd
7086,-314318,-236405,sdf,rfv,tr
7091,-314540,-236572,rtuy,sdrter,sdf
7096,-314762,-236739,sdfthis is ,sfds,sdf
7101,-314984,-236906,fh,hfd,ytr
7106,-315206,-237073,gdgdfgert,fddgdfgdfg,hty
7111,-315428,-237240,sdf,fg,rtfd
7116,-315650,-237407,sdf,rfv,tr
7121,-315872,-237574,rtuy,sdrter,sdf
7126,-316094,-237741,sdfthis is ,sfds,sdf
7131,-316316,-237908,fh,hfd,ytr
7136,-316538,-238075,gdgdfgert,fddgdfgdfg,hty
7141,-316760,-238242,sdf,fg,rtfd
7146,-316982,-238409,sdf,rfv,tr
7151,-317204,-238576,rtuy,sdrter,sdf
7156,-317426,-238743,sdfthis is ,sfds,sdf
7161,-317648,-238910,fh,hfd,ytr
7166,-317870,-239077,gdgdfgert,fddgdfgdfg,hty
7171,-318092,-239244,sdf,fg,rtfd
7176,-318314,-239411,sdf,rfv,tr
7181,-318536,-239578,rtuy,sdrter,sdf
7186,-318758,-239745,sdfthis is ,sfds,sdf
7191,-318980,-239912,fh,hfd,ytr
7196,-319202,-240079,gdgdfgert,fddgdfgdfg,hty
7201,-319424,-240246,sdf,fg,rtfd
7206,-319646,-240413,sdf,rfv,tr
7211,-319868,-240580,rtuy,sdrter,sdf
7216,-320090,-240747,sdfthis is ,sfds,sdf
7221,-320312,-240914,fh,hfd,ytr
7226,-320534,-241081,gdgdfgert,fddgdfgdfg,hty
7231,-320756,-241248,sdf,fg,rtfd
7236,-320978,-241415,sdf,rfv,tr
7241,-321200,-241582,rtuy,sdrter,sdf
7246,-321422,-241749,sdfthis is ,sfds,sdf
7251,-321644,-241916,fh,hfd,ytr
7256,-321866,-242083,gdgdfgert,fddgdfgdfg,hty
7261,-322088,-242250,sdf,fg,rtfd
7266,-322310,-242417,sdf,rfv,tr
7271,-322532,-242584,rtuy,sdrter,sdf
7276,-322754,-242751,sdfthis is ,sfds,sdf
7281,-322976,-242918,fh,hfd,ytr
7286,-323198,-243085,gdgdfgert,fddgdfgdfg,hty
7291,-323420,-243252,sdf,fg,rtfd
7296,-323642,-243419,sdf,rfv,tr
7301,-323864,-243586,rtuy,sdrter,sdf
7306,-324086,-243753,sdfthis is ,sfds,sdf
7311,-324308,-243920,fh,hfd,ytr
7316,-324530,-244087,gdgdfgert,fddgdfgdfg,hty
7321,-324752,-244254,sdf,fg,rtfd
7326,-324974,-244421,sdf,rfv,tr
7331,-325196,-244588,rtuy,sdrter,sdf
7336,-325418,-244755,sdfthis is ,sfds,sdf
7341,-325640,-244922,fh,hfd,ytr
7346,-325862,-245089,gdgdfgert,fddgdfgdfg,hty
7351,-326084,-245256,sdf,fg,rtfd
7356,-326306,-245423,sdf,rfv,tr
7361,-326528,-245590,rtuy,sdrter,sdf
7366,-326750,-245757,sdfthis is ,sfds,sdf
7371,-326972,-245924,fh,hfd,ytr
7376,-327194,-246091,gdgdfgert,fddgdfgdfg,hty
7381,-327416,-246258,sdf,fg,rtfd
7386,-327638,-246425,sdf,rfv,tr
7391,-327860,-246592,rtuy,sdrter,sdf
7396,-328082,-246759,sdfthis is ,sfds,sdf
7401,-328304,-246926,fh,hfd,ytr
7406,-328526,-247093,gdgdfgert,fddgdfgdfg,hty
7411,-328748,-247260,sdf,fg,rtfd
7416,-328970,-247427,sdf,rfv,tr
7421,-329192,-247594,rtuy,sdrter,sdf
7426,-329414,-247761,sdfthis is ,sfds,sdf
7431,-329636,-247928,fh,hfd,ytr
7436,-329858,-248095,gdgdfgert,fddgdfgdfg,hty
7441,-330080,-248262,sdf,fg,rtfd
7446,-330302,-248429,sdf,rfv,tr
7451,-330524,-248596,rtuy,sdrter,sdf
7456,-330746,-248763,sdfthis is ,sfds,sdf
7461,-330968,-248930,fh,hfd,ytr
7466,-331190,-249097,gdgdfgert,fddgdfgdfg,hty
7471,-331412,-249264,sdf,fg,rtfd
7476,-331634,-249431,sdf,rfv,tr
7481,-331856,-249598,rtuy,sdrter,sdf
7486,-332078,-249765,sdfthis is ,sfds,sdf
7491,-332300,-249932,fh,hfd,ytr
7496,-332522,-250099,gdgdfgert,fddgdfgdfg,hty
7501,-332744,-250266,sdf,fg,rtfd
7506,-332966,-250433,sdf,rfv,tr
7511,-333188,-250600,rtuy,sdrter,sdf
7516,-333410,-250767,sdfthis is ,sfds,sdf
7521,-333632,-250934,fh,hfd,ytr
7526,-333854,-251101,gdgdfgert,fddgdfgdfg,hty
7531,-334076,-251268,sdf,fg,rtfd
7536,-334298,-251435,sdf,rfv,tr
7541,-334520,-251602,rtuy,sdrter,sdf
7546,-334742,-251769,sdfthis is ,sfds,sdf
7551,-334964,-251936,fh,hfd,ytr
7556,-335186,-252103,gdgdfgert,fddgdfgdfg,hty
7561,-335408,-252270,sdf,fg,rtfd
7566,-335630,-252437,sdf,rfv,tr
7571,-335852,-252604,rtuy,sdrter,sdf
7576,-336074,-252771,sdfthis is ,sfds,sdf
7581,-336296,-252938,fh,hfd,ytr
7586,-336518,-253105,gdgdfgert,fddgdfgdfg,hty
7591,-336740,-253272,sdf,fg,rtfd
7596,-336962,-253439,sdf,rfv,tr
7601,-337184,-253606,rtuy,sdrter,sdf
7606,-337406,-253773,sdfthis is ,sfds,sdf
7611,-337628,-253940,fh,hfd,ytr
7616,-337850,-254107,gdgdfgert,fddgdfgdfg,hty
7621,-338072,-254274,sdf,fg,rtfd
7626,-338294,-254441,sdf,rfv,tr
7631,-338516,-254608,rtuy,sdrter,sdf
7636,-338738,-254775,sdfthis is ,sfds,sdf
7641,-338960,-254942,fh,hfd,ytr
7646,-339182,-255109,gdgdfgert,fddgdfgdfg,hty
7651,-339404,-255276,sdf,fg,rtfd
7656,-339626,-255443,sdf,rfv,tr
7661,-339848,-255610,rtuy,sdrter,sdf
7666,-340070,-255777,sdfthis is ,sfds,sdf
7671,-340292,-255944,fh,hfd,ytr
7676,-340514,-256111,gdgdfgert,fddgdfgdfg,hty
7681,-340736,-256278,sdf,fg,rtfd
7686,-340958,-256445,sdf,rfv,tr
7691,-341180,-256612,rtuy,sdrter,sdf
7696,-341402,-256779,sdfthis is ,sfds,sdf
7701,-341624,-256946,fh,hfd,ytr
7706,-341846,-257113,gdgdfgert,fddgdfgdfg,hty
7711,-342068,-257280,sdf,fg,rtfd
7716,-342290,-257447,sdf,rfv,tr
7721,-342512,-257614,rtuy,sdrter,sdf
7726,-342734,-257781,sdfthis is ,sfds,sdf
7731,-342956,-257948,fh,hfd,ytr
7736,-343178,-258115,gdgdfgert,fddgdfgdfg,hty
7741,-343400,-258282,sdf,fg,rtfd
7746,-343622,-258449,sdf,rfv,tr
7751,-343844,-258616,rtuy,sdrter,sdf
7756,-344066,-258783,sdfthis is ,sfds,sdf
7761,-344288,-258950,fh,hfd,ytr
7766,-344510,-259117,gdgdfgert,fddgdfgdfg,hty
7771,-344732,-259284,sdf,fg,rtfd
7776,-344954,-259451,sdf,rfv,tr
7781,-345176,-259618,rtuy,sdrter,sdf
7786,-345398,-259785,sdfthis is ,sfds,sdf
7791,-345620,-259952,fh,hfd,ytr
7796,-345842,-260119,gdgdfgert,fddgdfgdfg,hty
7801,-346064,-260286,sdf,fg,rtfd
7806,-346286,-260453,sdf,rfv,tr
7811,-346508,-260620,rtuy,sdrter,sdf
7816,-346730,-260787,sdfthis is ,sfds,sdf
7821,-346952,-260954,fh,hfd,ytr
7826,-347174,-261121,gdgdfgert,fddgdfgdfg,hty
7831,-347396,-261288,sdf,fg,rtfd
7836,-347618,-261455,sdf,rfv,tr
7841,-347840,-261622,rtuy,sdrter,sdf
7846,-348062,-261789,sdfthis is ,sfds,sdf
7851,-348284,-261956,fh,hfd,ytr
7856,-348506,-262123,gdgdfgert,fddgdfgdfg,hty
7861,-348728,-262290,sdf,fg,rtfd
7866,-348950,-262457,sdf,rfv,tr
7871,-349172,-262624,rtuy,sdrter,sdf
7876,-349394,-262791,sdfthis is ,sfds,sdf
7881,-349616,-262958,fh,hfd,ytr
7886,-349838,-263125,gdgdfgert,fddgdfgdfg,hty
7891,-350060,-263292,sdf,fg,rtfd
7896,-350282,-263459,sdf,rfv,tr
7901,-350504,-263626,rtuy,sdrter,sdf
7906,-350726,-263793,sdfthis is ,sfds,sdf
7911,-350948,-263960,fh,hfd,ytr
7916,-351170,-264127,gdgdfgert,fddgdfgdfg,hty
7921,-351392,-264294,sdf,fg,rtfd
7926,-351614,-264461,sdf,rfv,tr
7931,-351836,-264628,rtuy,sdrter,sdf
7936,-352058,-264795,sdfthis is ,sfds,sdf
7941,-352280,-264962,fh,hfd,ytr
7946,-352502,-265129,gdgdfgert,fddgdfgdfg,hty
7951,-352724,-265296,sdf,fg,rtfd
7956,-352946,-265463,sdf,rfv,tr
7961,-353168,-265630,rtuy,sdrter,sdf
7966,-353390,-265797,sdfthis is ,sfds,sdf
7971,-353612,-265964,fh,hfd,ytr
7976,-353834,-266131,gdgdfgert,fddgdfgdfg,hty
7981,-354056,-266298,sdf,fg,rtfd
7986,-354278,-266465,sdf,rfv,tr
7991,-354500,-266632,rtuy,sdrter,sdf
7996,-354722,-266799,sdfthis is ,sfds,sdf
8001,-354944,-266966,fh,hfd,ytr
8006,-355166,-267133,gdgdfgert,fddgdfgdfg,hty
8011,-355388,-267300,sdf,fg,rtfd
8016,-355610,-267467,sdf,rfv,tr
8021,-355832,-267634,rtuy,sdrter,sdf
8026,-356054,-267801,sdfthis is ,sfds,sdf
8031,-356276,-267968,fh,hfd,ytr
8036,-356498,-268135,gdgdfgert,fddgdfgdfg,hty
8041,-356720,-268302,sdf,fg,rtfd
8046,-356942,-268469,sdf,rfv,tr
8051,-357164,-268636,rtuy,sdrter,sdf
8056,-357386,-268803,sdfthis is ,sfds,sdf
8061,-357608,-268970,fh,hfd,ytr
8066,-357830,-269137,gdgdfgert,fddgdfgdfg,hty
8071,-358052,-269304,sdf,fg,rtfd
8076,-358274,-269471,sdf,rfv,tr
8081,-358496,-269638,rtuy,sdrter,sdf
8086,-358718,-269805,sdfthis is ,sfds,sdf
8091,-358940,-269972,fh,hfd,ytr
8096,-359162,-270139,gdgdfgert,fddgdfgdfg,hty
8101,-359384,-270306,sdf,fg,rtfd
8106,-359606,-270473,sdf,rfv,tr
8111,-359828,-270640,rtuy,sdrter,sdf
8116,-360050,-270807,sdfthis is ,sfds,sdf
8121,-360272,-270974,fh,hfd,ytr
8126,-360494,-271141,gdgdfgert,fddgdfgdfg,hty
8131,-360716,-271308,sdf,fg,rtfd
8136,-360938,-271475,sdf,rfv,tr
8141,-361160,-271642,rtuy,sdrter,sdf
8146,-361382,-271809,sdfthis is ,sfds,sdf
8151,-361604,-271976,fh,hfd,ytr
8156,-361826,-272143,gdgdfgert,fddgdfgdfg,hty
8161,-362048,-272310,sdf,fg,rtfd
8166,-362270,-272477,sdf,rfv,tr
8171,-362492,-272644,rtuy,sdrter,sdf
8176,-362714,-272811,sdfthis is ,sfds,sdf
8181,-362936,-272978,fh,hfd,ytr
8186,-363158,-273145,gdgdfgert,fddgdfgdfg,hty
8191,-363380,-273312,sdf,fg,rtfd
8196,-363602,-273479,sdf,rfv,tr
8201,-363824,-273646,rtuy,sdrter,sdf
8206,-364046,-273813,sdfthis is ,sfds,sdf
8211,-364268,-273980,fh,hfd,ytr
8216,-364490,-274147,gdgdfgert,fddgdfgdfg,hty
8221,-364712,-274314,sdf,fg,rtfd
8226,-364934,-274481,sdf,rfv,tr
8231,-365156,-274648,rtuy,sdrter,sdf
8236,-365378,-274815,sdfthis is ,sfds,sdf
8241,-365600,-274982,fh,hfd,ytr
8246,-365822,-275149,gdgdfgert,fddgdfgdfg,hty
8251,-366044,-275316,sdf,fg,rtfd
8256,-366266,-275483,sdf,rfv,tr
8261,-366488,-275650,rtuy,sdrter,sdf
8266,-366710,-275817,sdfthis is ,sfds,sdf
8271,-366932,-275984,fh,hfd,ytr
8276,-367154,-276151,gdgdfgert,fddgdfgdfg,hty
8281,-367376,-276318,sdf,fg,rtfd
8286,-367598,-276485,sdf,rfv,tr
8291,-367820,-276652,rtuy,sdrter,sdf
8296,-368042,-276819,sdfthis is ,sfds,sdf
8301,-368264,-276986,fh,hfd,ytr
8306,-368486,-277153,gdgdfgert,fddgdfgdfg,hty
8311,-368708,-277320,sdf,fg,rtfd
8316,-368930,-277487,sdf,rfv,tr
8321,-369152,-277654,rtuy,sdrter,sdf
8326,-369374,-277821,sdfthis is ,sfds,sdf
8331,-369596,-277988,fh,hfd,ytr
8336,-369818,-278155,gdgdfgert,fddgdfgdfg,hty
8341,-370040,-278322,sdf,fg,rtfd
8346,-370262,-278489,sdf,rfv,tr
8351,-370484,-278656,rtuy,sdrter,sdf
8356,-370706,-278823,sdfthis is ,sfds,sdf
8361,-370928,-278990,fh,hfd,ytr
8366,-371150,-279157,gdgdfgert,fddgdfgdfg,hty
8371,-371372,-279324,sdf,fg,rtfd
8376,-371594,-279491,sdf,rfv,tr
8381,-371816,-279658,rtuy,sdrter,sdf
8386,-372038,-279825,sdfthis is ,sfds,sdf
8391,-372260,-279992,fh,hfd,ytr
8396,-372482,-280159,gdgdfgert,fddgdfgdfg,hty
8401,-372704,-280326,sdf,fg,rtfd
8406,-372926,-280493,sdf,rfv,tr
8411,-373148,-280660,rtuy,sdrter,sdf
8416,-373370,-280827,sdfthis is ,sfds,sdf
8421,-373592,-280994,fh,hfd,ytr
8426,-373814,-281161,gdgdfgert,fddgdfgdfg,hty
8431,-374036,-281328,sdf,fg,rtfd
8436,-374258,-281495,sdf,rfv,tr
8441,-374480,-281662,rtuy,sdrter,sdf
8446,-374702,-281829,sdfthis is ,sfds,sdf
8451,-374924,-281996,fh,hfd,ytr
8456,-375146,-282163,gdgdfgert,fddgdfgdfg,hty
8461,-375368,-282330,sdf,fg,rtfd
8466,-375590,-282497,sdf,rfv,tr
8471,-375812,-282664,rtuy,sdrter,sdf
8476,-376034,-282831,sdfthis is ,sfds,sdf
8481,-376256,-282998,fh,hfd,ytr
8486,-376478,-283165,gdgdfgert,fddgdfgdfg,hty
8491,-376700,-283332,sdf,fg,rtfd
8496,-376922,-283499,sdf,rfv,tr
8501,-377144,-283666,rtuy,sdrter,sdf
8506,-377366,-283833,sdfthis is ,sfds,sdf
8511,-377588,-284000,fh,hfd,ytr
8516,-377810,-284167,gdgdfgert,fddgdfgdfg,hty
8521,-378032,-284334,sdf,fg,rtfd
8526,-378254,-284501,sdf,rfv,tr
8531,-378476,-284668,rtuy,sdrter,sdf
8536,-378698,-284835,sdfthis is ,sfds,sdf
8541,-378920,-285002,fh,hfd,ytr
8546,-379142,-285169,gdgdfgert,fddgdfgdfg,hty
8551,-379364,-285336,sdf,fg,rtfd
8556,-379586,-285503,sdf,rfv,tr
8561,-379808,-285670,rtuy,sdrter,sdf
8566,-380030,-285837,sdfthis is ,sfds,sdf
8571,-380252,-286004,fh,hfd,ytr
8576,-380474,-286171,gdgdfgert,fddgdfgdfg,hty
8581,-380696,-286338,sdf,fg,rtfd
8586,-380918,-286505,sdf,rfv,tr
8591,-381140,-286672,rtuy,sdrter,sdf
8596,-381362,-286839,sdfthis is ,sfds,sdf
8601,-381584,-287006,fh,hfd,ytr
8606,-381806,-287173,gdgdfgert,fddgdfgdfg,hty
8611,-382028,-287340,sdf,fg,rtfd
8616,-382250,-287507,sdf,rfv,tr
8621,-382472,-287674,rtuy,sdrter,sdf
8626,-382694,-287841,sdfthis is ,sfds,sdf
8631,-382916,-288008,fh,hfd,ytr
8636,-383138,-288175,gdgdfgert,fddgdfgdfg,hty
8641,-383360,-288342,sdf,fg,rtfd
8646,-383582,-288509,sdf,rfv,tr
8651,-383804,-288676,rtuy,sdrter,sdf
8656,-384026,-288843,sdfthis is ,sfds,sdf
8661,-384248,-289010,fh,hfd,ytr
8666,-384470,-289177,gdgdfgert,fddgdfgdfg,hty
8671,-384692,-289344,sdf,fg,rtfd
8676,-384914,-289511,sdf,rfv,tr
8681,-385136,-289678,rtuy,sdrter,sdf
8686,-385358,-289845,sdfthis is ,sfds,sdf
8691,-385580,-290012,fh,hfd,ytr
8696,-385802,-290179,gdgdfgert,fddgdfgdfg,hty
8701,-386024,-290346,sdf,fg,rtfd
8706,-386246,-290513,sdf,rfv,tr
8711,-386468,-290680,rtuy,sdrter,sdf
8716,-386690,-290847,sdfthis is ,sfds,sdf
8721,-386912,-291014,fh,hfd,ytr
8726,-387134,-291181,gdgdfgert,fddgdfgdfg,hty
1,256,234,sdf,fg,rtfd
6,34,67,sdf,rfv,tr
11,-188,-100,rtuy,sdrter,sdf
16,-410,-267,sdfthis is ,sfds,sdf
21,-632,-434,fh,hfd,ytr
26,-854,-601,gdgdfgert,fddgdfgdfg,hty
31,-1076,-768,sdf,fg,rtfd
36,-1298,-935,sdf,rfv,tr
41,-1520,-1102,rtuy,sdrter,sdf
46,-1742,-1269,sdfthis is ,sfds,sdf
51,-1964,-1436,fh,hfd,ytr
56,-2186,-1603,gdgdfgert,fddgdfgdfg,hty
61,-2408,-1770,sdf,fg,rtfd
66,-2630,-1937,sdf,rfv,tr
71,-2852,-2104,rtuy,sdrter,sdf
76,-3074,-2271,sdfthis is ,sfds,sdf
81,-3296,-2438,fh,hfd,ytr
86,-3518,-2605,gdgdfgert,fddgdfgdfg,hty
91,-3740,-2772,sdf,fg,rtfd
96,-3962,-2939,sdf,rfv,tr
101,-4184,-3106,rtuy,sdrter,sdf
106,-4406,-3273,sdfthis is ,sfds,sdf
111,-4628,-3440,fh,hfd,ytr
116,-4850,-3607,gdgdfgert,fddgdfgdfg,hty
121,-5072,-3774,sdf,fg,rtfd
126,-5294,-3941,sdf,rfv,tr
131,-5516,-4108,rtuy,sdrter,sdf
136,-5738,-4275,sdfthis is ,sfds,sdf
141,-5960,-4442,fh,hfd,ytr
146,-6182,-4609,gdgdfgert,fddgdfgdfg,hty
151,-6404,-4776,sdf,fg,rtfd
156,-6626,-4943,sdf,rfv,tr
161,-6848,-5110,rtuy,sdrter,sdf
166,-7070,-5277,sdfthis is ,sfds,sdf
171,-7292,-5444,fh,hfd,ytr
176,-7514,-5611,gdgdfgert,fddgdfgdfg,hty
181,-7736,-5778,sdf,fg,rtfd
186,-7958,-5945,sdf,rfv,tr
191,-8180,-6112,rtuy,sdrter,sdf
196,-8402,-6279,sdfthis is ,sfds,sdf
201,-8624,-6446,fh,hfd,ytr
206,-8846,-6613,gdgdfgert,fddgdfgdfg,hty
211,-9068,-6780,sdf,fg,rtfd
216,-9290,-6947,sdf,rfv,tr
221,-9512,-7114,rtuy,sdrter,sdf
226,-9734,-7281,sdfthis is ,sfds,sdf
231,-9956,-7448,fh,hfd,ytr
236,-10178,-7615,gdgdfgert,fddgdfgdfg,hty
241,-10400,-7782,sdf,fg,rtfd
246,-10622,-7949,sdf,rfv,tr
251,-10844,-8116,rtuy,sdrter,sdf
256,-11066,-8283,sdfthis is ,sfds,sdf
261,-11288,-8450,fh,hfd,ytr
266,-11510,-8617,gdgdfgert,fddgdfgdfg,hty
271,-11732,-8784,sdf,fg,rtfd
276,-11954,-8951,sdf,rfv,tr
281,-12176,-9118,rtuy,sdrter,sdf
286,-12398,-9285,sdfthis is ,sfds,sdf
291,-12620,-9452,fh,hfd,ytr
296,-12842,-9619,gdgdfgert,fddgdfgdfg,hty
301,-13064,-9786,sdf,fg,rtfd
306,-13286,-9953,sdf,rfv,tr
311,-13508,-10120,rtuy,sdrter,sdf
316,-13730,-10287,sdfthis is ,sfds,sdf
321,-13952,-10454,fh,hfd,ytr
326,-14174,-10621,gdgdfgert,fddgdfgdfg,hty
331,-14396,-10788,sdf,fg,rtfd
336,-14618,-10955,sdf,rfv,tr
341,-14840,-11122,rtuy,sdrter,sdf
346,-15062,-11289,sdfthis is ,sfds,sdf
351,-15284,-11456,fh,hfd,ytr
356,-15506,-11623,gdgdfgert,fddgdfgdfg,hty
361,-15728,-11790,sdf,fg,rtfd
366,-15950,-11957,sdf,rfv,tr
371,-16172,-12124,rtuy,sdrter,sdf
376,-16394,-12291,sdfthis is ,sfds,sdf
381,-16616,-12458,fh,hfd,ytr
386,-16838,-12625,gdgdfgert,fddgdfgdfg,hty
391,-17060,-12792,sdf,fg,rtfd
396,-17282,-12959,sdf,rfv,tr
401,-17504,-13126,rtuy,sdrter,sdf
406,-17726,-13293,sdfthis is ,sfds,sdf
411,-17948,-13460,fh,hfd,ytr
416,-18170,-13627,gdgdfgert,fddgdfgdfg,hty
421,-18392,-13794,sdf,fg,rtfd
426,-18614,-13961,sdf,rfv,tr
431,-18836,-14128,rtuy,sdrter,sdf
436,-19058,-14295,sdfthis is ,sfds,sdf
441,-19280,-14462,fh,hfd,ytr
446,-19502,-14629,gdgdfgert,fddgdfgdfg,hty
451,-19724,-14796,sdf,fg,rtfd
456,-19946,-14963,sdf,rfv,tr
461,-20168,-15130,rtuy,sdrter,sdf
466,-20390,-15297,sdfthis is ,sfds,sdf
471,-20612,-15464,fh,hfd,ytr
476,-20834,-15631,gdgdfgert,fddgdfgdfg,hty
481,-21056,-15798,sdf,fg,rtfd
486,-21278,-15965,sdf,rfv,tr
491,-21500,-16132,rtuy,sdrter,sdf
496,-21722,-16299,sdfthis is ,sfds,sdf
501,-21944,-16466,fh,hfd,ytr
506,-22166,-16633,gdgdfgert,fddgdfgdfg,hty
511,-22388,-16800,sdf,fg,rtfd
516,-22610,-16967,sdf,rfv,tr
521,-22832,-17134,rtuy,sdrter,sdf
526,-23054,-17301,sdfthis is ,sfds,sdf
531,-23276,-17468,fh,hfd,ytr
536,-23498,-17635,gdgdfgert,fddgdfgdfg,hty
541,-23720,-17802,sdf,fg,rtfd
546,-23942,-17969,sdf,rfv,tr
551,-24164,-18136,rtuy,sdrter,sdf
556,-24386,-18303,sdfthis is ,sfds,sdf
561,-24608,-18470,fh,hfd,ytr
566,-24830,-18637,gdgdfgert,fddgdfgdfg,hty
571,-25052,-18804,sdf,fg,rtfd
576,-25274,-18971,sdf,rfv,tr
581,-25496,-19138,rtuy,sdrter,sdf
586,-25718,-19305,sdfthis is ,sfds,sdf
591,-25940,-19472,fh,hfd,ytr
596,-26162,-19639,gdgdfgert,fddgdfgdfg,hty
601,-26384,-19806,sdf,fg,rtfd
606,-26606,-19973,sdf,rfv,tr
611,-26828,-20140,rtuy,sdrter,sdf
616,-27050,-20307,sdfthis is ,sfds,sdf
621,-27272,-20474,fh,hfd,ytr
626,-27494,-20641,gdgdfgert,fddgdfgdfg,hty
631,-27716,-20808,sdf,fg,rtfd
636,-27938,-20975,sdf,rfv,tr
641,-28160,-21142,rtuy,sdrter,sdf
646,-28382,-21309,sdfthis is ,sfds,sdf
651,-28604,-21476,fh,hfd,ytr
656,-28826,-21643,gdgdfgert,fddgdfgdfg,hty
661,-29048,-21810,sdf,fg,rtfd
666,-29270,-21977,sdf,rfv,tr
671,-29492,-22144,rtuy,sdrter,sdf
676,-29714,-22311,sdfthis is ,sfds,sdf
681,-29936,-22478,fh,hfd,ytr
686,-30158,-22645,gdgdfgert,fddgdfgdfg,hty
691,-30380,-22812,sdf,fg,rtfd
696,-30602,-22979,sdf,rfv,tr
701,-30824,-23146,rtuy,sdrter,sdf
706,-31046,-23313,sdfthis is ,sfds,sdf
711,-31268,-23480,fh,hfd,ytr
716,-31490,-23647,gdgdfgert,fddgdfgdfg,hty
721,-31712,-23814,sdf,fg,rtfd
726,-31934,-23981,sdf,rfv,tr
731,-32156,-24148,rtuy,sdrter,sdf
736,-32378,-24315,sdfthis is ,sfds,sdf
741,-32600,-24482,fh,hfd,ytr
746,-32822,-24649,gdgdfgert,fddgdfgdfg,hty
751,-33044,-24816,sdf,fg,rtfd
756,-33266,-24983,sdf,rfv,tr
761,-33488,-25150,rtuy,sdrter,sdf
766,-33710,-25317,sdfthis is ,sfds,sdf
771,-33932,-25484,fh,hfd,ytr
776,-34154,-25651,gdgdfgert,fddgdfgdfg,hty
781,-34376,-25818,sdf,fg,rtfd
786,-34598,-25985,sdf,rfv,tr
791,-34820,-26152,rtuy,sdrter,sdf
796,-35042,-26319,sdfthis is ,sfds,sdf
801,-35264,-26486,fh,hfd,ytr
806,-35486,-26653,gdgdfgert,fddgdfgdfg,hty
811,-35708,-26820,sdf,fg,rtfd
816,-35930,-26987,sdf,rfv,tr
821,-36152,-27154,rtuy,sdrter,sdf
826,-36374,-27321,sdfthis is ,sfds,sdf
831,-36596,-27488,fh,hfd,ytr
836,-36818,-27655,gdgdfgert,fddgdfgdfg,hty
841,-37040,-27822,sdf,fg,rtfd
846,-37262,-27989,sdf,rfv,tr
851,-37484,-28156,rtuy,sdrter,sdf
856,-37706,-28323,sdfthis is ,sfds,sdf
861,-37928,-28490,fh,hfd,ytr
866,-38150,-28657,gdgdfgert,fddgdfgdfg,hty
871,-38372,-28824,sdf,fg,rtfd
876,-38594,-28991,sdf,rfv,tr
881,-38816,-29158,rtuy,sdrter,sdf
886,-39038,-29325,sdfthis is ,sfds,sdf
891,-39260,-29492,fh,hfd,ytr
896,-39482,-29659,gdgdfgert,fddgdfgdfg,hty
901,-39704,-29826,sdf,fg,rtfd
906,-39926,-29993,sdf,rfv,tr
911,-40148,-30160,rtuy,sdrter,sdf
916,-40370,-30327,sdfthis is ,sfds,sdf
921,-40592,-30494,fh,hfd,ytr
926,-40814,-30661,gdgdfgert,fddgdfgdfg,hty
931,-41036,-30828,sdf,fg,rtfd
936,-41258,-30995,sdf,rfv,tr
941,-41480,-31162,rtuy,sdrter,sdf
946,-41702,-31329,sdfthis is ,sfds,sdf
951,-41924,-31496,fh,hfd,ytr
956,-42146,-31663,gdgdfgert,fddgdfgdfg,hty
961,-42368,-31830,sdf,fg,rtfd
966,-42590,-31997,sdf,rfv,tr
971,-42812,-32164,rtuy,sdrter,sdf
976,-43034,-32331,sdfthis is ,sfds,sdf
981,-43256,-32498,fh,hfd,ytr
986,-43478,-32665,gdgdfgert,fddgdfgdfg,hty
991,-43700,-32832,sdf,fg,rtfd
996,-43922,-32999,sdf,rfv,tr
1001,-44144,-33166,rtuy,sdrter,sdf
1006,-44366,-33333,sdfthis is ,sfds,sdf
1011,-44588,-33500,fh,hfd,ytr
1016,-44810,-33667,gdgdfgert,fddgdfgdfg,hty
1021,-45032,-33834,sdf,fg,rtfd
1026,-45254,-34001,sdf,rfv,tr
1031,-45476,-34168,rtuy,sdrter,sdf
1036,-45698,-34335,sdfthis is ,sfds,sdf
1041,-45920,-34502,fh,hfd,ytr
1046,-46142,-34669,gdgdfgert,fddgdfgdfg,hty
1051,-46364,-34836,sdf,fg,rtfd
1056,-46586,-35003,sdf,rfv,tr
1061,-46808,-35170,rtuy,sdrter,sdf
1066,-47030,-35337,sdfthis is ,sfds,sdf
1071,-47252,-35504,fh,hfd,ytr
1076,-47474,-35671,gdgdfgert,fddgdfgdfg,hty
1081,-47696,-35838,sdf,fg,rtfd
1086,-47918,-36005,sdf,rfv,tr
1091,-48140,-36172,rtuy,sdrter,sdf
1096,-48362,-36339,sdfthis is ,sfds,sdf
1101,-48584,-36506,fh,hfd,ytr
1106,-48806,-36673,gdgdfgert,fddgdfgdfg,hty
1111,-49028,-36840,sdf,fg,rtfd
1116,-49250,-37007,sdf,rfv,tr
1121,-49472,-37174,rtuy,sdrter,sdf
1126,-49694,-37341,sdfthis is ,sfds,sdf
1131,-49916,-37508,fh,hfd,ytr
1136,-50138,-37675,gdgdfgert,fddgdfgdfg,hty
1141,-50360,-37842,sdf,fg,rtfd
1146,-50582,-38009,sdf,rfv,tr
1151,-50804,-38176,rtuy,sdrter,sdf
1156,-51026,-38343,sdfthis is ,sfds,sdf
